message,category,token
 Прошу Вас установить дорожный знак а именно название улицы ул Фрунзе многие люди путаются и едут не туда ,0,просить установить дорожный знак именно название улица улица фрунзе многий человек путаться ехать туда
 Ул Литейная не очищена от снега также не почищена обочина на данной дороге я уже молчу про просыпку Прошу Вас почистить дорогу на ул Литейной на ул И Франко и на ул Глинко Чернышевского и посыпать песком Также будте добры прислать фотоотчет ,0,улица литейная очистить снег также почистить обочина данный дорога молчать просыпка просить почистить дорога улица литейная улица франко улица глинко чернышевский посыпать песок также будьте добрый прислать фотоотчет
День добрый Прошу сообщить сроки ввода в эксплуатацию освещения автодогори Фатеж Дмитриев в населенном пункте Верхнее Жданово Срок указанный в паспорте объекта Прошу указать дату ввода в эксплуатацию ,0,день добрый просить сообщить срок ввод эксплуатация освещение авто догореть фатеж дмитриев населить пункт верхний жданов срок указать паспорт объект просить указать дата ввод эксплуатация
 Во дворе дома по проспекту Дружбы дом нет освещения ,3,двор дом проспект дружба дом освещение
 Прошу Вас устранить неисправность освещение на ул Литейной Освещение горит на опорах для такой протяженной улицы это очень мало Прошу Вас установить освещение хотя бы через ж б опору ,3,просить устранить неисправность освещение улица литейная освещение гореть опора протяженный улица мало просить установить освещение хотя опор
 Здравствуйте Наш адрес г Курск ул Серёгина подъезд У нас во дворе дома Нет не одного фонаря ,3,адрес курск улица серегин подъезд двор дом фонарь
Вдоль дороги на тротуаре песок Ходить невозможно ,3,вдоль дорога тротуар песок ходить невозможный
Почему по проспекту В Клыкова дом второй подъезд холодно в квартирах Почему я плачу за отопление и ещё должна платить за электричество так как приходится включать обогреватель Трубы еле тёплые ,3,почему проспект клыков дом второй подъезд холодный квартира почему плакать отопление должный платить электричество приходится включать обогреватель труба еле теплый
Гусеница американской бабочки,16,гусеница американский бабочка
 Центр города стыдно Ходить невозможно Прошу принять меры ,0,центр город стыдно ходить невозможный просить принять мера
 На Суворовскои переулке убрали снег но снег расчистили а кучи по обочине остались лежать так что пешеходам негде ходить Людям приходится идти по дороге с машинами очень близко рискуя жизнью во время гололеда Почему машинаи снег убрали а про пешеходов никто не думает Единственный тротуар напротив магазина с пивом тоже завален снегом который сгребли вокруг звёздной Уберите снег с чтобы людям было где ходить ,0,суворовской переулок убрать снег снег расчистить куча обочина остаться лежать пешеход негде ходить человек приходится идти дорога машина близко рискуя жизнь время гололед почему машиной снег убрать пешеход никто думать единственный тротуар напротив магазин пиво завалить снег который сгрести вокруг звездный уберите снег человек ходить
Знак внимание закрывает знак уступи дорогу И движение по полосам ,0,знак внимание закрывать знак уступить дорога движение полоса
Роман Владимирович на улице Ким местная администрация не может убрать свалку уже около полугода почему А я вам скажу да потому что им нужен правильный толчок в уборке Спасибо ждём решения вопроса,16,роман владимирович улица ким местный администрация мочь убрать свалка около полгода почему сказать нужный правильный толчок уборка спасибо ждать решение вопрос
Добрый день Прошу сообщить номер и дату нормативного акта который устанавливает ограничение по часам которые может иметь ребёнок в дополнительном образовании Сообщается о часах которые ребёнок может посещать бесплатно с подачей заявки на навигаторе ,7,просить сообщить номер дата нормативный акт который устанавливать ограничение час который мочь иметь ребенок дополнительный образование сообщаться час который ребенок мочь посещать бесплатно подача заявка навигатор
 В районе поворота с основной дороги во двор дома по ул Сумская расположено огромное дерево часть которого свисает над проезжей частью и трамвайными путями создавая риск обрыва проводов а также падения ветвей на автомобили Прошу рассмотреть вопрос об опиловке аварийных частей ,3,район поворот основный дорога двор дом улица сумский расположить огромный дерево часть который свисать проезжий часть трамвайный путь создавать риск обрыв провод также падение ветвь автомобиль просить рассмотреть вопрос опиловка аварийный часть
 В период с по ноября появлялся неприятный запах от Грибной радуги кратковременно ,16,период ноябрь появляться неприятный запах грибной радуга кратковременно
Неправильная работа системы обратного отсчёта светофорного объекта как транспортного так и пешеходного светофора ,0,неправильный работа система обратный отсчет светофорный объект транспортный пешеходный светофор
 Содержание и уборка придомовой территории ,3,содержание уборка придомовый территория
Плохой напор холодной воды в квартире ,3,плохой напор холодный вода квартира
Уваженные ответственные люди во дворах домостроителей такие большие ямы что просто афигеть можно диспетчерскую звонили внятного ответа не кто не дал просим привлечь завод устранить ямы пускай тем же бетоном Ждём решения проблемы А именно ямы расположены со съезда главной дороги в сторону п искра Ямы расположены около дома по проспекту Дериглазова,0,уваженные ответственный человек двор домостроитель больший яма просто офигеть диспетчерская звонить внятный ответ дать просить привлечь завод устранить яма пускай бетон ждать решение проблема именно яма расположить съезд главный дорога сторона искра яма расположить около дом проспект дериглазов
 Добрый день Просьба отрегулировать светофоры на перекрестке улиц Дзержинского и Верхняя Луговая и Дзержинского и А Невского При зеленом светофоре еще примерно секунд проехать светофор невозможно ,0,просьба отрегулировать светофор перекресток улица дзержинский верхний луговой дзержинский невский зеленый светофор примерно секунда проехать светофор невозможный
 Добрый день Обратите пожалуйста внимание на состояние дорожного покрытия в Южном переулке Живём здесь уже лет за это время дорога ни разу не ремонтировалась ,0,обратить пожалуйста внимание состояние дорожный покрытие южный переулок жить год время дорога ремонтироваться
Здравствуйте ОБУЗ Железногорская городская больница по адресу г Железногорск ул Курская д не выписывает рецепты на льготные лекарства августа я с раза дозвонилась чтобы сделать заявку на рецепт её приняли Через несколько дней я обратилась в регистратуру за рецептом но его не оказалось и так с по настоящее время я хожу к ним но до сих пор рецепта нет на вопросы почему нет рецепта не отвечают и к кому обратиться по этому поводу тоже ответа нет Может вы подскажите куда обратиться Через недели мне уже нужно выписывать следующий рецепт а я все предыдущий не получу ,4,обуза железногорский городской больница адрес железногорск улица курский выписывать рецепт льготный лекарство август дозвониться сделать заявка рецепт принять несколько день обратиться регистратура рецепт оказаться настоящий время ходить сей пора рецепт вопрос почему рецепт отвечать обратиться повод ответ мочь подсказать обратиться неделя нужный выписывать следующий рецепт весь предыдущий получить
 По адресу г Курск Южный переулок напротив дома в канализационном колодце проводились работы связанные с водоотведением Канализационный колодец находится посередине автомобильной дороги общего пользования В связи с проводившимися в канализационном колодце работами произошло разрушение верхней части указанного колодца а также асфальтового покрытия автомобильной дороги общего пользования примыкающей к колодцу Движение автомобильного транспорта по Южному переулку ограничено а также осуществляется с нарушением безопасности дорожного движения связанного с угрозой жизни как пешеходов так и лиц управляющими автотранспортными средствами Прошу принять меры для устранения вышеуказанных разрушений ,3,адрес курск южный переулок напротив дом канализационный колодец проводиться работа связать водоотведение канализационный колодец находится посередине автомобильный дорога общий пользование связь проводиться канализационный колодец работа произойти разрушение верхний часть указать колодец также асфальтовый покрытие автомобильный дорога общий пользование примыкать колодец движение автомобильный транспорт южный переулок ограничить также осуществляться нарушение безопасность дорожный движение связать угроза жизнь пешеход лицо управлять автотранспортный средство просить принять мера устранение вышеуказанный разрушение
 Не могу получить сертификат ,12,мочь получить сертификат
 Прошу Вас очистить от поваленных деревьев пасадку расположенную возле дома по -у переулку Фрунзе Вычистить вы уже наконец-то эту пасадку победите тополя там гуляют родители с детьми ребёнок может поранится об осколок Давайте соберём субботник и вычистим пасадку вместе ,16,просить очистить повалить дерево посадка расположить возле дом переулок фрунзе вычистить наконец-то посадка победить тополь гулять родители ребенок ребенок мочь пораниться осколок давать собрать субботник вычистить посадок вместе
Здравствуйте прошу разъяснить дать ссылку на закон в котором указано что детям по календарю вакцин с рождения ставят бесплатно в поликлинике прививки вакциной пентаксим а ю ставят АКДС всем известно что её тяжелее переносят дети Вопрос в следующем почему я бесплатная прививка именно АКДС и почему если не хочу её ставить своему ребёнку я должна купить сама вакцину ,4,просить разъяснить дать ссылка закон который указать ребенок календарь вакцина рождение ставить бесплатно поликлиника прививка вакцина пентаксим ставить акдс весь известный тяжелее переносить ребенок вопрос следующий почему бесплатный прививка именно акдс почему хотеть ставить ребенок должный купить вакцина
 Добрый день По ул Белинского около дома обломилась часть дерева и упала через тротуар на забор который наклонился в сторону тротуара Учитывая изложенное проход пешеходов под деревом и создает опасность для жизни и здоровья Прошу принять соответствующие меры ,3,улица белинский около дом обломиться часть дерево упасть тротуар забор который наклониться сторона тротуар учитывая изложить проход пешеход дерево создавать опасность жизнь здоровье просить принять соответствующий мера
Забита ливневая канализация и отсутствует решетка Просьба её установить потому что можно поломать ноги детям так и их родителям рядом находится детский дом искусств Ритм ,3,забить ливневый канализация отсутствовать решетка просьба установить поломать нога ребенок родители рядом находится детский дом искусство ритм
Заросла трава на перекрёстке обзор ограничен,3,зарасти трава перекресток обзор ограничить
 Здравствуйте У нас в г Курск есть замечательный парк железнодорожников но кроме памятников там ничего нет хотелось что бы в данном парке появились спортивные тренажёры и детская площадка С одной стороны парка спортивные тренажёры в с другой стороны парка детская площадка ,15,курск замечательный парк железнодорожник кроме памятник ничто хотеться данный парк появиться спортивный тренажер детский площадка сторона парк спортивный тренажер сторона парк детский площадка
 Не пришёл код после вакцинации ,4,прийти код вакцинация
Добрый вечер Помогите разобраться с проблемой вывоза мусора с контейнерной площадки по адресу Курск ул Гагарина д АНТИСАНИТАРИЯ ПОЛНЕЙШАЯ ,3,помочь разобраться проблема вывоз мусор контейнерный площадка адрес курск улица гагарин антисанитария полный
 Здравствуйте С ноября года по наятоящее время т е по улице Сосновая дом отсутствует вода Ближайшая колонка где можно набрать воды в км от дома Неоднократно по телефону и письменно я обрщалась в Курскоблводоканал ответа нет в администрацию Щигровского района получен ответ что в сентябре года поставлен новый мотор на скважину установлена навая автоматическая система и т д Это фикция и отписки Когда восстановят водоснабжение ,3,ноябрь год настоящий время улица сосновый дом отсутствовать вода близкий колонка набрать вода километр дом неоднократно телефон письменно обращаться курскоблводоканал ответ администрация щигровский район получить ответ сентябрь год поставить новый мотор скважина установить новая автоматический система далее фикция отписка восстановить водоснабжение
 Открытый люк ,3,открытый люк
Добрый день мы проживаем Курский район деревня Кукуевка апреля года мы заключили договор о газификации с компанией ГазСтройИнвест В рамках этого договора проведение газа оплачивается заказчиком в размере июня года Государственная дума приняла в третьем чтении изменения в закон о газоснабжении в РФ А именно что газ газ до границ участка домовладения будут проводить без привлечения средств граждан Мой вопрос состоит в том будут ли компенсировать стоимость газификации проведённой за счёт собственных средств и когда это произойдёт Куда можно обратиться по данному вопросу ,3,проживать курский район деревня кукуевка апрель год заключить договор газификация компания газстройинвест рамка договор проведение газ оплачиваться заказчик размер июнь год государственный дума принять третий чтение изменение закон газоснабжение рф именно газ газ граница участок домовладение проводить привлечение средство гражданин вопрос состоять компенсировать стоимость газификация провести счет собственный средство произойти обратиться данный вопрос
 Посёлок находится в красной зоне В школе очень много заболевших дети чьи родственники больны коронавирусом продолжают посещать занятия Больных с поражением лёгких отказываются госпитализировать И больных с каждым днём всё больше ,6,поселок находится красный зона школа заболеть ребенок чей родственник больной коронавирус продолжать посещать занятие больной поражение легкое отказываться госпитализировать больной каждый день весь большой
 После ч с проспекта А Дериглазова не ходят маршруты пос Северный - Магистральный проезд пос Северный - микрорайон Волокно Без пересадки в данные районы добраться невозможно ,8,проспект дериглазов ходить маршрут пос северный магистральный проезд пос северный микрорайон волокно пересадка данный район добраться невозможно
 У проезжей части при подъезде к дому б по ул Карла Маркса заросли деревьев кустарников и скопленные в них мусором Дворники убирают только во дворе У подъездов ,3,проезжий часть подъезд дом улица карл маркс заросль дерево кустарник скопленные мусор дворник убирать двор подъезд
Территория выглядит непотребно свален мусор выросли заросли сорняков и сухостоя Прошу выяснить кто отвечает за уборку территории и заставить их привести в порядок Вечером страшно ходить мимо ,3,территория выглядеть непотребный свальный мусор вырасти заросль сорняк сухостой просить выяснить отвечать уборка территория заставить привести порядок вечер страшный ходить мимо
 Проблема была уже озвучена ранее Решением вопроса было письмо в приложенных файлах Было обещанно устранить проблему в весенний период В связи с неблагоприятной погодой ставить машину и выходить из неё стало не возможно не возможно остаться чистым Бордюры занимают места на стоянке которых и так не хватает Не убраны плиты от забора детского сада ,3,проблема озвучить ранее решение вопрос письмо приложить файл обещанный устранить проблема весенний период связь неблагоприятный погода ставить машина выходить стать возможный возможный остаться чистый бордюр занимать место стоянка который хватать убрать плита забор детский сад
 Несанкционированная свалка ,16,несанкционированный свалка
 Добрый день Обращалась к вам с проблемой организации пешеходных переходов на ул Аэродромная Ответ был получен еще в декабре года - Комитетом дорожного хозяйства города Курска рассмотрено обращение поступившее с официального сайта Действуем вместе По результатам рассмотрения сообщаем что Ваше предложение по поводу пешеходных переходов будет рассмотрено на следующий год так как отсутствует возможность нанесения дорожной разметки в соответствии с ГОСТ Председатель комитета дорожного хозяйства города Курска Д В Ходеев Хотелось бы отметить что проблема не решена Можно хотя-бы привести имеющийся пешеходный переход в надлежащее состояние По нему невозможно переходить улицу с детьми особенно с малолетними и инвалидами и людям с ограниченными возможностями В час пик перейти Аэродромную практически не реально и нормальный пешеходный переход решил бы эту проблему Люди просто вынуждены перебегать улицу тем самым создавая повышенную опасность ДТП ,0,обращаться проблема организация пешеходный переход улица аэродромный ответ получить декабрь год комитет дорожный хозяйство город курск рассмотреть обращение поступить официальный сайт действовать вместе результат рассмотрение сообщать предложение повод пешеходный переход рассмотреть следующий год отсутствовать возможность нанесение дорожный разметка соответствие гост председатель комитет дорожный хозяйство город курск ходеев хотеться отметить проблема решить хотя-бы привести иметься пешеходный переход надлежащий состояние невозможный переходить улица ребенок особенно малолетний инвалид человек ограниченный возможность час пик перейти аэродромный практически реально нормальный пешеходный переход решить проблема человек просто вынудить перебегать улица самый создавать повышенный опасность дтп
 Здравствуйте С острой болью живота скорая отвезла пациентку в приемное отделение Где вышел хирург осмотрел сделал УЗИ в течении мин не взял анализов и отправил пациентку домой В отделении заставили подписать отказ от госпитализации и отправили домой Человек просто не разгибается боль сильная пол года назад вывели прямую кишку врач даже внимания не обратил На вопрос а что нам делать Ответили - мы дали справку и выпить обезболивающее Когда попросила оставить до утра вдруг хуже станет Сказали есть справка едьте А что такое справка у человека острая боль Когда спросила а вдруг ее до утра не станет что мне даст справка Получила ответ - ваши проблеммы Что за хамское отношение врачей ,4,острый боль живот скорый отвезти пациентка приемный отделение выйти хирург осмотреть сделать узи течение мина взять анализ отправить пациентка домой отделение заставить подписать отказ госпитализация отправить домой человек просто разгибаться боль сильный пол год назад вывести прямой кишка врач внимание обратить вопрос делать ответить дать справка выпить обезболивать попросить оставить утро плохой стать сказали справка едьте справка человек острый боль спросить утро стать дать справка получить ответ проблема хамский отношение врач
Провал ливнёвки на проезжей части ,3,провал ливневка проезжий часть
 Владимир Владимирович Путин не раз говорил о возрождении деревень В Железногорском районе Курской области произошло объединение сельских советов На территории объединенного Линецкого сельского совета много сел деревень хуторов которые сильно разбросаны в радиусе - км Поэтому в годы Советской власти на территории объединенных сельских советов было построено несколько школ Шли годы молодежь из села уезжала в город Детей осталось мало и школ осталось всего Радубежская ООШ Линецкая СОШ Нижнеждановская СОШ Деревни бывшего Нижнеждановского с с самые отдаленные от районного центра Бывшее руководство Фатежского района которому принадлежали Нижнеждановский и Линецкий с с поставило задачу возрождения деревень Для этой цели построили посёлок подвели газ в году теперь уже с с принадлежали Железногорскому району постоили новую школу В ней все соответствует современным требованиям Имеется компьютерный класс оборудованы мастерская спортзал работает столовая Силами детей и учителей в школе был открыт музей боевой и трудовой славы наших односельчан создана галерея Бессмертного полка Дети помогают ухаживать за памятником погибшим односельчанам и твердо знают что никто не забыт и ничто не забыто Некоторые выпускники оставались служить в Армии по контракту а в настоящее время участвуют в военной спецоперации на Донбассе И все вроде бы стало получаться в деревне поселились молодые семьи с детьми Но две школы Линецкого с с были закрыты Радубежская ООШ и Линецкая СОШ Выделили автобус и детей из этих школ стали подвозить в новую МКОУ Нижнеждановская СОШ В - учебном году здесь должны обучаться ребенок Линецкого с с из первоклассников И вдруг Глава Администрации Железногорского района Фролков А Д выносит решение о реорганизации школы ссылаясь на указание Комитета образования Курской области где якобы принято решение ликвидировать школ Железногорского района Детей хотят выгнать а новое здание куда Продать Молодые семьи с детьми возмущены многие из них приехали в д Верхнее Жданово только потому что здесь есть школа Как можно закрыть все школы объединенных сельских советов и тема самым перечеркнуть все что было сделано по программе возрождения деревни Неужели наша страна настолько бедна что не может позволить себе содержание хотя бы одной школы на территории объединенных сельских советов Вот и закончилось возрождение деревень для Линецкого с с нет школы - значит нет будущего А в деревне Верхнее Жданово уже закрыли Дом культуры детский сад почтовое отделение Наверное руководство хочет закрыть школу для того чтобы окончательно уничтожить деревню Мы жители Линецкого сельского совета обращаемся к вам с просьбой не позвольте уничтожить наши деревни помогите отстоять нашу школу ,7,владимир владимирович путин говорить возрождение деревня железногорский район курский область произойти объединение сельский совет территория объединить линецкий сельский совет село деревня хутор который сильно разбросать радиус километр поэтому год советский власть территория объединить сельский совет построить несколько школа идти год молодежь село уезжать город ребенок остаться мало школа остаться весь радубежский оош линецкий сош нижнеждановский сош деревня бывший нижнеждановский самый отдалить районный центр бывший руководство фатежский район который принадлежать нижнеждановский линецкий поставить задача возрождение деревня цель построить поселок подвести газ год принадлежать железногорский район построить новый школа весь соответствовать современный требование иметься компьютерный класс оборудовать мастерская спортзал работать столовая сила ребенок учитель школа открыть музей боевой трудовой слава односельчанин создать галерея бессмертный полок ребенок помогать ухаживать памятник погибнуть односельчанин твердо знать никто забыть ничто забыть некоторый выпускник оставаться служить армия контракт настоящий время участвовать военный спецоперация донбасс весь вроде стать получаться деревня поселиться молодой семья ребенок школа линецкий закрыть радубежский оош линецкий сош выделить автобус ребенок школа стать подвозить новый мкоу нижнеждановский сош учебный год должный обучаться ребенок линецкий первоклассник глава администрация железногорский район фролов выносить решение реорганизация школа ссылаясь указание комитет образование курский область якобы принять решение ликвидировать школа железногорский район ребенок хотеть выгнать новый здание продать молодой семья ребенок возмутить многий приехать верхний жданово школа закрыть весь школа объединить сельский совет тема самый перечеркнуть весь сделать программа возрождение деревня неужели страна настолько бедный мочь позволить содержание хотя школа территория объединить сельский совет закончиться возрождение деревня линецкий школа значить будущее деревня верхний жданово закрыть дом культура детский сад почтовый отделение наверное руководство хотеть закрыть школа окончательно уничтожить деревня житель линецкий сельский совет обращаться просьба позволить уничтожить деревня помочь отстоять школа
В местах пересечения тротуара улицы лет Октября и въездов на прилегающую территорию АО Авиаавтоматика на асфальтном покрытии значительное количество песка не убранного с зимы Прошу привести места пересечения тротуара и въездов на прилегающую территорию в нормативное состояние ,3,место пересечение тротуар улица год октябрь въезд прилегать территория ао авиаавтоматика асфальтный покрытие значительный количество песок убрать зима просить привести место пересечение тротуар въезд прилегать территория нормативный состояние
Прошу рассмотреть возможность установки камеры скоростного режима в д Верхнее Жданово Железногорского района,0,просить рассмотреть возможность установка камера скоростной режим верхний жданово железногорский район
